ENSMUST00000149927	ENSMUSG00000044768	39400
ENSMUST00000111905	ENSMUSG00000030209	18868
ENSMUST00000163079	ENSMUSG00000043467	17002
ENSMUST00000205354	ENSMUSG00000059146	16603
ENSMUST00000129255	ENSMUSG00000048108	15991
ENSMUST00000204569	ENSMUSG00000026915	14165
ENSMUST00000132816	ENSMUSG00000055296	13327
ENSMUST00000112603	ENSMUSG00000036815	12781
ENSMUST00000097888	ENSMUSG00000041530	12745
ENSMUST00000040695	ENSMUSG00000032719	12123
ENSMUST00000178025	ENSMUSG00000030655	11972
ENSMUST00000193947	ENSMUSG00000040209	11770
ENSMUST00000208955	ENSMUSG00000109446	11758
ENSMUST00000167242	ENSMUSG00000022100	11758
ENSMUST00000037955	ENSMUSG00000034308	11671
ENSMUST00000110036	ENSMUSG00000022607	11067
ENSMUST00000160260	ENSMUSG00000026565	10587
ENSMUST00000159212	ENSMUSG00000026565	10587
ENSMUST00000211683	ENSMUSG00000037234	10472
ENSMUST00000120520	ENSMUSG00000030760	10451
ENSMUST00000108199	ENSMUSG00000055373	10404
ENSMUST00000172416	ENSMUSG00000040865	10185
ENSMUST00000165066	ENSMUSG00000040865	10185
ENSMUST00000027111	ENSMUSG00000025968	10185
ENSMUST00000062289	ENSMUSG00000042182	9987
ENSMUST00000115835	ENSMUSG00000059003	9932
ENSMUST00000026922	ENSMUSG00000025813	9775
ENSMUST00000178666	ENSMUSG00000075028	9758
ENSMUST00000159794	ENSMUSG00000026361	9724
ENSMUST00000059825	ENSMUSG00000063681	9713
ENSMUST00000112454	ENSMUSG00000059742	9535
ENSMUST00000111024	ENSMUSG00000022995	9479
ENSMUST00000191234	ENSMUSG00000069670	9468
ENSMUST00000071985	ENSMUSG00000040693	8955
ENSMUST00000121533	ENSMUSG00000032666	8873
ENSMUST00000170481	ENSMUSG00000031393	8828
ENSMUST00000204404	ENSMUSG00000035236	8799
ENSMUST00000023006	ENSMUSG00000022375	8787
ENSMUST00000063318	ENSMUSG00000020102	8745
ENSMUST00000113516	ENSMUSG00000062960	8728
ENSMUST00000147386	ENSMUSG00000000686	8708
ENSMUST00000058496	ENSMUSG00000017291	8708
ENSMUST00000109937	ENSMUSG00000021097	8681
ENSMUST00000021520	ENSMUSG00000021101	8681
ENSMUST00000047711	ENSMUSG00000036099	8674
ENSMUST00000033770	ENSMUSG00000031393	8592
ENSMUST00000164219	ENSMUSG00000015653	8583
ENSMUST00000115427	ENSMUSG00000015653	8581
ENSMUST00000052347	ENSMUSG00000045569	8535
ENSMUST00000206147	ENSMUSG00000034342	8472
ENSMUST00000164100	ENSMUSG00000032186	8471
ENSMUST00000098552	ENSMUSG00000032186	8471
ENSMUST00000059826	ENSMUSG00000050556	8387
ENSMUST00000117438	ENSMUSG00000026019	8382
ENSMUST00000175975	ENSMUSG00000029705	8379
ENSMUST00000110233	ENSMUSG00000044566	8341
ENSMUST00000107158	ENSMUSG00000037996	8223
ENSMUST00000044990	ENSMUSG00000037996	8218
